tweets,y_true,y_pred,y_pred_2
imagine getting a full 8 hrs of sleep in this bed,weary_face,person_facepalming,weary_face
ten almost got hit by the boom barrier why are u like this,person_facepalming,person_facepalming,folded_hands
handmade by me please retweet,folded_hands,folded_hands,rolling_on_the_floor_laughing
me encanta on melancholy hill te amo bluuur,weary_face,rolling_on_the_floor_laughing,person_facepalming
my parents have mad skills,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
same i feel like getting a haircut again,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
half black and i wanna be all black,weary_face,weary_face,person_facepalming
i need everything done,weary_face,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
wtf did i just witness at work,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
at this point roughly speaking ive know jaden for over a year and ami almost a year,thinking_face,person_facepalming,thinking_face
worldwide they said,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im mad i understood this,weary_face,rolling_on_the_floor_laughing,person_facepalming
sunday vibes everyday mindset dont force nothing god calls the shots,folded_hands,folded_hands,person_facepalming
me realizing im actually fat lmao the smack in the end,weary_face,weary_face,person_facepalming
thank you life,folded_hands,rolling_on_the_floor_laughing,folded_hands
bitches do sneaky shit then accuse they nigga of doing sneaky shit,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i dont have time to be in this type of mood rn,weary_face,person_facepalming,weary_face
it feel sooo damn good outside,thinking_face,person_facepalming,rolling_on_the_floor_laughing
what did you mean by this,thinking_face,rolling_on_the_floor_laughing,thinking_face
getting told your so pretty in persongt,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
fortnite or cod,thinking_face,rolling_on_the_floor_laughing,person_facepalming
this guy literally calls this show just to tell his ex wife shes a bitch,weary_face,rolling_on_the_floor_laughing,person_facepalming
how stupid was that,thinking_face,rolling_on_the_floor_laughing,person_facepalming
the high school musical cast saying their goodbyes after finishing shooting of high school musical 3,weary_face,weary_face,folded_hands
is your pups pawdrobe ready for the impending spring weather were supposed to be enjoying next week,folded_hands,thinking_face,rolling_on_the_floor_laughing
thankyou all for your follows rts amp likes,folded_hands,folded_hands,rolling_on_the_floor_laughing
when they realize this aint your first time,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
first stephen hawking dies now datsiks career rip,folded_hands,folded_hands,rolling_on_the_floor_laughing
the lil girls expression was epic just wait for it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,weary_face
search twitter for people tweeting about thaddeus performance of rise and reply with this link,weary_face,folded_hands,rolling_on_the_floor_laughing
rt this to gain hoseok stan mutuals follow everyone who retweets this and make sure to follow back,folded_hands,folded_hands,thinking_face
coworkers dont always have to be your bffs,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i dont know her but thats pv family my condolences to her family,folded_hands,folded_hands,weary_face
some of yall so photogenic omg how,weary_face,person_facepalming,rolling_on_the_floor_laughing
is this guy arguing for equality in child birth,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
i starting to think todds selling woo on straps cause yall dykes be tripping,person_facepalming,thinking_face,rolling_on_the_floor_laughing
the word did not say the attacks wouldnt kome it says they will not prosper understand,folded_hands,thinking_face,rolling_on_the_floor_laughing
stay up we are the greatest city in the world because our heart lets focus on love at this difficult time,folded_hands,folded_hands,rolling_on_the_floor_laughing
share this before it gets mysteriously deleted,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
bruce why do we fall so we can learn to pick ourselves up,thinking_face,thinking_face,person_facepalming
partybizz has just run into the bedroom and shouted big ballbag what a strange but hilarious way to wake up,rolling_on_the_floor_laughing,thinking_face,weary_face
shipment 4x lee enfield heaven,folded_hands,folded_hands,rolling_on_the_floor_laughing
exo goes wild in japan bc they know there wouldnt be as much footage,weary_face,thinking_face,rolling_on_the_floor_laughing
please retweet,folded_hands,rolling_on_the_floor_laughing,folded_hands
away ground la mass katura orey player thala,folded_hands,folded_hands,rolling_on_the_floor_laughing
if this isnt you after watching the greatest showman are you even human,weary_face,thinking_face,rolling_on_the_floor_laughing
im taking ls already,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
mom putting me in my place making me broom around the house,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
retweet if yu would answer,folded_hands,rolling_on_the_floor_laughing,folded_hands
on meee black people hilarious,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
one day ur mum will ask u for 10k amp ull send her 100k can i hear an amen,folded_hands,folded_hands,rolling_on_the_floor_laughing
i done found a new show on,folded_hands,rolling_on_the_floor_laughing,person_facepalming
who tf drinks michelob at work,thinking_face,rolling_on_the_floor_laughing,person_facepalming
hi max its been awhile,folded_hands,rolling_on_the_floor_laughing,folded_hands
lol i feel you took me 25 years,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
there are 2 ways woojin calls minhyun hyung,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
so just beat df out his girlfriend like that,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
nigga you pulling up on the wrong people they jus work there they didnt design the shit,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
the two guys must not look at her but she can be on the camera for the world to see her,thinking_face,thinking_face,rolling_on_the_floor_laughing
being around somebody you can joke and play around all day gt,weary_face,person_facepalming,rolling_on_the_floor_laughing
can you please make this happen,folded_hands,folded_hands,rolling_on_the_floor_laughing
had my sure my nigga i seen out here hustling in la was good you kno i had to support asap i love you kid keep hustling,folded_hands,folded_hands,weary_face
might go back to short hair soon,thinking_face,rolling_on_the_floor_laughing,person_facepalming
gettin mad cause you got caught up fn the squad,thinking_face,person_facepalming,rolling_on_the_floor_laughing
please dont ruin valentine day for other people,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
whered you get those beads didi,thinking_face,folded_hands,rolling_on_the_floor_laughing
bro the tattoo thirst is sooo real,weary_face,person_facepalming,folded_hands
its cool when you see a bit of you in someone else,folded_hands,rolling_on_the_floor_laughing,person_facepalming
she is a lone warrior indeed,folded_hands,rolling_on_the_floor_laughing,folded_hands
you get the bag and fumble it,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
lmao im done and girl no he waited the last min so i was just gone go to his fuck him though he pissed me off,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
go to the strip club with ya girl they said itll be a vibe they said,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
my choice in men is garbage,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
next cb i hope jackson has his pants below his ankle,rolling_on_the_floor_laughing,folded_hands,rolling_on_the_floor_laughing
the way this toffee chop ma money for primary school eh,person_facepalming,person_facepalming,folded_hands
thanking god really feels so good,folded_hands,folded_hands,weary_face
that was me singing on thru your phone,weary_face,rolling_on_the_floor_laughing,person_facepalming
jung hoseok he literally radiates happiness and has the ability to make me smile in a heartbeat,folded_hands,folded_hands,weary_face
lala is a fool,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
everyday microagressions but when we start slapping ppl theyll say were madd,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i wonder how many people on here look at the likes,thinking_face,thinking_face,rolling_on_the_floor_laughing
you bitches be fake crazy foh,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
nyc please i missed your last concert,weary_face,folded_hands,rolling_on_the_floor_laughing
damn i really had that frappe,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
please help man needs his boat,folded_hands,folded_hands,weary_face
maybe i should put this order in,thinking_face,thinking_face,rolling_on_the_floor_laughing
yall let errbody else fuck but wanna go wit me i hate yall hoes,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
im finna sleep so good,weary_face,rolling_on_the_floor_laughing,person_facepalming
trippin trippin,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
mann what,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
according to reports kevin gates has been released from prison welcome home,folded_hands,folded_hands,thinking_face
is mn kia khas hai i can wink too,thinking_face,rolling_on_the_floor_laughing,thinking_face
ooh just seen this so happy for you festus keep well and happy life sweetie,folded_hands,folded_hands,rolling_on_the_floor_laughing
giiirl your skin is to die for,weary_face,person_facepalming,folded_hands
if yu listen to that nigga when he say he dont fwm hoe you a fool,weary_face,rolling_on_the_floor_laughing,thinking_face
bruh i need to get my stomach back on flat flat in 2 weeks,weary_face,person_facepalming,weary_face
ls into lessons to catch the blessings,folded_hands,folded_hands,person_facepalming
mijos,weary_face,rolling_on_the_floor_laughing,person_facepalming
how you gone bubble,thinking_face,rolling_on_the_floor_laughing,person_facepalming
im considering rearranging my overlay what seems to work best for you,thinking_face,thinking_face,rolling_on_the_floor_laughing
the dedication to fit a ton of cocaine in damn pineapples,person_facepalming,folded_hands,rolling_on_the_floor_laughing
trying to decide what wine goes with picked onion monster munch for my exciting friday evening plans,thinking_face,thinking_face,weary_face
big facts chille i was drunk blame the alcohol,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
girls be picky af and still pick the wrong guys,thinking_face,person_facepalming,rolling_on_the_floor_laughing
teammiracle pls lets get ready to vote as usual,folded_hands,folded_hands,weary_face
late to the partyand i used the wrong hashtag,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
lets get past 3000,folded_hands,rolling_on_the_floor_laughing,folded_hands
all praise to the most high bless up,folded_hands,folded_hands,person_facepalming
so shelbi is going to work when im getting off work and im going to work when shes going to bed for work lol,person_facepalming,weary_face,person_facepalming
a guy whos team won the super bowl without him and a guy whos backup had more yards per carry,thinking_face,thinking_face,rolling_on_the_floor_laughing
yall know what happened right,thinking_face,rolling_on_the_floor_laughing,person_facepalming
wish i could stop thinking so much,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
sometimes i just feel really lucky to exist at the same time as,folded_hands,person_facepalming,weary_face
orrr cant believe how bad you talked of them then now youre back together,thinking_face,thinking_face,rolling_on_the_floor_laughing
thank you kay,folded_hands,rolling_on_the_floor_laughing,folded_hands
my kid would see this and ask where the usb port is,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i truly hope i can be healed and theres still openings so i can book in this cruise,folded_hands,folded_hands,weary_face
why cant i just be 21 already,weary_face,person_facepalming,rolling_on_the_floor_laughing
shes really my babygirl omg lmaoo i have love for her like shes my own,rolling_on_the_floor_laughing,weary_face,rolling_on_the_floor_laughing
havent had the flu in years ive got it now and im proper feeling sorry for myself,weary_face,weary_face,person_facepalming
dear haters if is not a show then its not as well,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
best seat in the house yo cesi amp quincy with dad,rolling_on_the_floor_laughing,folded_hands,person_facepalming
pull up do not mean you coming in my house tf,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
twitter doing what black girls refuse to do went down on me,weary_face,rolling_on_the_floor_laughing,person_facepalming
this picture came up on my insta feed and now im missing this city so much right now,weary_face,weary_face,folded_hands
so is men not wanting women because of skin tone the same as yall not wanting them for height,thinking_face,thinking_face,person_facepalming
yooo twitter please make this happen,folded_hands,folded_hands,person_facepalming
idc how hard life get i aint posting no picture crying,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
how about the entire country adopts this idea great job fort worth,folded_hands,thinking_face,person_facepalming
i talk crazy back to anybody idgaf who you thought you was bitch,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
hey figure your shit out no one likes this update,person_facepalming,rolling_on_the_floor_laughing,thinking_face
it would be 10xs more effective if she could grow up watching and paying attention to me loving and taking care of her mother,person_facepalming,person_facepalming,thinking_face
tottenham suck,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im such a good game boys are the us bas a small group ahead and get a pedicure with my fill in,rolling_on_the_floor_laughing,person_facepalming,weary_face
women im sorry for the shit yall go through it truly does sound terrible,person_facepalming,person_facepalming,folded_hands
what are you plotting,thinking_face,rolling_on_the_floor_laughing,person_facepalming
omg this made me laugh,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
trymp is having a twitter meltdown because someone told him adam is standing up to him on twitter,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
please use condoms on valentines day we dont need no more scorpios,weary_face,weary_face,person_facepalming
what is a valid reason that the patriots are so very hated not respected,thinking_face,folded_hands,rolling_on_the_floor_laughing
i want some shrimp,weary_face,rolling_on_the_floor_laughing,person_facepalming
senior year is so expensive,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i have watched this mbaku impression 100x,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
why you be ignoring a nigga lol maybe ion wanna talk to a nigga,person_facepalming,rolling_on_the_floor_laughing,thinking_face
i dont want nobody else nigga he not even loyal to you the fuck ima do with him,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
smh if i see my son doin this,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
yall are really struggling,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
white porn so trash its like pigs fuckin how can you get hard,weary_face,thinking_face,rolling_on_the_floor_laughing
she bummed a smoke from me once at a halloween partyshe never did call me gave her my number and everything,thinking_face,weary_face,person_facepalming
you will touch alot of money this week if you believe rt,folded_hands,folded_hands,rolling_on_the_floor_laughing
hate folk that take so much to do with things thats not one bit to do with them,rolling_on_the_floor_laughing,person_facepalming,weary_face
when he cooks me breakfast,weary_face,rolling_on_the_floor_laughing,person_facepalming
nuh bodda drive and kill unuself over d easter enuh guidance,folded_hands,folded_hands,rolling_on_the_floor_laughing
lets get this connected amp rt,folded_hands,folded_hands,person_facepalming
call me crazy but something about this just isnt adding up,thinking_face,thinking_face,person_facepalming
yooo thank you so much to everyone supporting the music today hope you love it,folded_hands,folded_hands,weary_face
sundress no bra bright nails white toes is approaching us ladiesss,weary_face,weary_face,rolling_on_the_floor_laughing
i dont feel like going to work,weary_face,rolling_on_the_floor_laughing,person_facepalming
good luck for the future bro,folded_hands,folded_hands,rolling_on_the_floor_laughing
when i showed tae and rm an early version of supernova in seoul this summer,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
this summer gone be a hoelotta fun im acting whorible,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i see you lord keep working,folded_hands,folded_hands,rolling_on_the_floor_laughing
is there a sextape of jadiah rice and cabbage and this girl hes rumored to b w bc i just dont believe it,rolling_on_the_floor_laughing,weary_face,person_facepalming
exactly,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
heres me doing my makeup to one direction again,weary_face,person_facepalming,folded_hands
sucks im not able to race in atlantic city,weary_face,rolling_on_the_floor_laughing,person_facepalming
180126 daras instagram update photos by thai blackjacks thai media and my thai friends so much good memories,folded_hands,folded_hands,thinking_face
my new most kills,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i wish i was stupid thiccc but im just fckin stupid,weary_face,weary_face,folded_hands
you go do your grocery shopping and you see this happening at one of the isles what do you do,thinking_face,thinking_face,rolling_on_the_floor_laughing
dealing with drunk people is one thing but dealing with drunk wanna be cowboys is another thing,person_facepalming,person_facepalming,weary_face
this tsu xavier game,weary_face,rolling_on_the_floor_laughing,person_facepalming
it really is olly only limited spaces on our team,person_facepalming,rolling_on_the_floor_laughing,weary_face
help im so confused what is nct tryna pull on meone minute im,weary_face,thinking_face,weary_face
every time nintendo tweet,weary_face,rolling_on_the_floor_laughing,person_facepalming
this is so beautiful all i want in a relationship,weary_face,folded_hands,weary_face
well heres one i think we could all agree on,thinking_face,thinking_face,rolling_on_the_floor_laughing
fergie cant sing okay then explain this,thinking_face,rolling_on_the_floor_laughing,person_facepalming
back in the bay area bb,weary_face,rolling_on_the_floor_laughing,person_facepalming
recorded a live video of ntr in 2016 such a memorable great experience,folded_hands,folded_hands,rolling_on_the_floor_laughing
sad facts,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
restock on the way,folded_hands,rolling_on_the_floor_laughing,folded_hands
somebody make me a tag,weary_face,rolling_on_the_floor_laughing,person_facepalming
my goal is to have 2000 in my bank account by summer amp i already got 340,folded_hands,folded_hands,person_facepalming
anytime i see stan lee trending i think its because hes passed but i didnt really expect this,thinking_face,rolling_on_the_floor_laughing,thinking_face
throwback to when i almost ran into bts in hong kong,weary_face,rolling_on_the_floor_laughing,folded_hands
my next man needs to love disneyland or at least show me some support instead of calling me stupid for loving it,person_facepalming,weary_face,thinking_face
bae fortnite be cheating,weary_face,rolling_on_the_floor_laughing,person_facepalming
all of em,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i praying,folded_hands,rolling_on_the_floor_laughing,person_facepalming
why did i just wake up,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
im starting to see a pattern here,thinking_face,rolling_on_the_floor_laughing,person_facepalming
exactly how i be feeling,weary_face,rolling_on_the_floor_laughing,person_facepalming
when you and bae can have fun like this,weary_face,rolling_on_the_floor_laughing,person_facepalming
aint even peep bumass miami fried my bracket,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
wtf did i just witness at work,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
guys its 2018 pala,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
this shits crazy prayers go out to everyone involved,folded_hands,folded_hands,rolling_on_the_floor_laughing
so tell me about yourself,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
just admit it youve shit yourself,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i def gotta take this nap before tonight,weary_face,person_facepalming,rolling_on_the_floor_laughing
latest podcast w amp including a stormin segment,folded_hands,folded_hands,rolling_on_the_floor_laughing
todays best april fool,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
we making this 2018 body goals again because im scalpt all over again,weary_face,folded_hands,person_facepalming
i take off my cheer top feelin like ive been rebirthed,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
share this before it gets mysteriously deleted,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
18 year olds are still doing sfs,weary_face,person_facepalming,rolling_on_the_floor_laughing
that on amp off shit is canceled this year,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
my babe is literally wifey material,weary_face,rolling_on_the_floor_laughing,person_facepalming
my legs are absolutely killing me after last night,weary_face,person_facepalming,weary_face
i was stuck in a corner for 12 hours,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
i pray that may june july amp aug are all months full of growth blessings productivity new doors open amp opportunities,folded_hands,folded_hands,thinking_face
a leo like me shuthi,thinking_face,rolling_on_the_floor_laughing,person_facepalming
blessed to be name co player of the year with and first team all conference thanks to god,folded_hands,folded_hands,rolling_on_the_floor_laughing
good pussy have a nigga like can i come explain in person,weary_face,person_facepalming,rolling_on_the_floor_laughing
people forever thinking ive got a problem w them cos of my resting bitch face,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
different expressions of,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
can we all come together and help locate this brace veterans medals please rt,folded_hands,folded_hands,weary_face
getting a job at such a young age kept me from so much trouble,folded_hands,person_facepalming,folded_hands
my life is literally a mess,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
my brother taking his girlfriend her vday gift i cant,weary_face,weary_face,rolling_on_the_floor_laughing
i want a apple watch,weary_face,rolling_on_the_floor_laughing,person_facepalming
arsenal groundsman started following auba,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i hate currat moe,weary_face,rolling_on_the_floor_laughing,person_facepalming
why dont u tweet us anymore,weary_face,rolling_on_the_floor_laughing,person_facepalming
i need to gts,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
why they do that,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
sean hannityltgigglegtblamesltgiggle snortgtbarack obama for yesterdays stock market crash,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
srsly want a pug right now fuck men and just give me a pug,weary_face,person_facepalming,rolling_on_the_floor_laughing
ever hit a guy in the nuts shit prolly,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
i give all my problems to god and let him handle all my enemies,folded_hands,folded_hands,person_facepalming
everyones either pregnant or getting married,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
jas was on my twitter tweeting shit,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
ive always liked you appie,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
pandora on its best shit tonight,weary_face,rolling_on_the_floor_laughing,person_facepalming
i seriously need my hair done,weary_face,person_facepalming,rolling_on_the_floor_laughing
without 40 oli there would be no me imagine if i never met the broskies,folded_hands,thinking_face,folded_hands
rt plz im looking for a elyxion in bkk 173 amp 183 ticket standing ac zone dm plz,folded_hands,folded_hands,person_facepalming
on meee black people hilarious,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
today marks sahara davenports 33rd birthday miss you everyday graceful queen youre forever in our hearts,folded_hands,folded_hands,weary_face
i laughed so hard for 2 minutes straight,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
why stop at two we feel we could do one more event to shut down campus,thinking_face,thinking_face,weary_face
i told you,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
purple eyes dispo sur youtube retweet un max,folded_hands,folded_hands,thinking_face
keep telling you stop posting these pics you ugly,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
is the offensive rookie of the year,thinking_face,rolling_on_the_floor_laughing,thinking_face
so much love to you all for all the votes,folded_hands,folded_hands,person_facepalming
dreamkilly fans were boycotting this week,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
probably why i feel like my face getting fat now,weary_face,person_facepalming,thinking_face
mr comred do you still remember the atrocities of the communist in machichjhapi massacre,thinking_face,thinking_face,rolling_on_the_floor_laughing
just why the only member we have faith on is also like this,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
bitchdjfjd we requested this one,weary_face,rolling_on_the_floor_laughing,person_facepalming
i definitely shouldve gotten some ice cream when i was at the store earlier,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
all i have to do is traverse the parking lot for all kinds of pizzas pastas and soups,weary_face,weary_face,person_facepalming
yeah thats definitely on the list think im gonna go for the killing joke next,thinking_face,rolling_on_the_floor_laughing,person_facepalming
loool only my mum can pattern this one properly,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i seee ya petuniaaa,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
whos mans is this,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i need my back rubbed,weary_face,person_facepalming,rolling_on_the_floor_laughing
2 hour pvp set giveaway how to win,folded_hands,folded_hands,thinking_face
the democrat slave party just cant stop lynching,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
my own attitude stress me out sometimes,weary_face,person_facepalming,folded_hands
exactly why i love her,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
you look so hot in every hair color,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
just as flippant as your could have lost double thats,thinking_face,rolling_on_the_floor_laughing,person_facepalming
guys pa help po please retweet this huhu just giving it a try,folded_hands,folded_hands,weary_face
20,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i live in cape town theres no water,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
a more natural look for me,thinking_face,person_facepalming,folded_hands
my man getting me some chick fil a at this time means soo much to me then any jewerly he ever got me,weary_face,weary_face,folded_hands
we are proud of you and your dedication towards aap sir naman hai aapko,folded_hands,folded_hands,weary_face
why you stealing flows and bars,thinking_face,rolling_on_the_floor_laughing,person_facepalming
this the most disrespectful thing you could do,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
sounding very tippy toppy today,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
i hope we can do something like this,folded_hands,folded_hands,rolling_on_the_floor_laughing
who he thought he was michael jordan,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
a loser is a loser,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
fair but highly bloody unlikely,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
the day i get jumped or a bitch spit on me,weary_face,rolling_on_the_floor_laughing,person_facepalming
my exciting new journey with starts today such a warm welcome,folded_hands,folded_hands,weary_face
bruhhh what is wrong with everybody tonight,thinking_face,person_facepalming,rolling_on_the_floor_laughing
uh yea it does that pic for reals if so yikes,thinking_face,thinking_face,rolling_on_the_floor_laughing
you better go tf offf,weary_face,rolling_on_the_floor_laughing,person_facepalming
when i showed tae and rm an early version of supernova in seoul this summer,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i simply asked him to kill the bug,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
super blue blood moon 31 january 2018,folded_hands,rolling_on_the_floor_laughing,folded_hands
my ipad went rogue on me,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
by the time i see black panther its gone be on bet,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
do you wanna gain or nah,thinking_face,thinking_face,rolling_on_the_floor_laughing
doctors couldnt find my baby heartbeat i pray its beating louder than ever this morning,folded_hands,folded_hands,weary_face
shooting a john wick be like,thinking_face,rolling_on_the_floor_laughing,thinking_face
wait for it,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
kittys behave,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
im sure whoever was in charge of this trip for theses elders got fired immediately,weary_face,weary_face,rolling_on_the_floor_laughing
entering 2018 w the same one since 2013,folded_hands,rolling_on_the_floor_laughing,person_facepalming
imagine putting zubac in and leaving randle out,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
im fine getting hednesford lol i think,thinking_face,rolling_on_the_floor_laughing,person_facepalming
army our metric trend is slowing but it can be improved lets do our best to keep them on of social 50,folded_hands,folded_hands,thinking_face
please continue prayers for anthony,folded_hands,folded_hands,weary_face
im ready to shut my door but this baby up running around,weary_face,person_facepalming,weary_face
and even sometimes after its over,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
when she lives in australia,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
determined to go travelling,weary_face,rolling_on_the_floor_laughing,folded_hands
sick,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
kobe thank you,folded_hands,rolling_on_the_floor_laughing,folded_hands
need to buy this book,thinking_face,rolling_on_the_floor_laughing,person_facepalming
they really stealing money from us,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
h wanted to cheer me up but she didnt have any chocolate or anything so she gave me one of her jelly multi vitamins,weary_face,thinking_face,weary_face
this is why black people cant be on tv,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
hate bitches who play girly shit on the aux,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
this man drake drop diplomatic immunity and the government shut down,person_facepalming,person_facepalming,folded_hands
its so hard for me to save my moneyyy,person_facepalming,person_facepalming,weary_face
me and kurya be on mfs,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
thank you for using your voice and platform to make people aware,folded_hands,folded_hands,person_facepalming
aaaand let the 3 day weekend begin,weary_face,person_facepalming,rolling_on_the_floor_laughing
a beautiful day today amp where was i inside doing house renovations,weary_face,folded_hands,weary_face
i get to the third floor im walking all slow holding it in hoping i make it,folded_hands,weary_face,person_facepalming
lil mama finer than a piece of chocolate,weary_face,rolling_on_the_floor_laughing,person_facepalming
the monday after spring break,folded_hands,rolling_on_the_floor_laughing,person_facepalming
instagram will have you thinkin a bitch is totally out ya league meanwhile she homeless,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
